Reactions,sprint_GES1_ARID1A_KO,gimme_GES1_ARID1A_KO,init_GES1_ARID1A_KO,sprint_GES1_ARID1A_KO_Volasertib,gimme_GES1_ARID1A_KO_Volasertib,init_GES1_ARID1A_KO_Volasertib,sprint_GES1_WT_Volasertib,gimme_GES1_WT_Volasertib,init_GES1_WT_Volasertib,sprint_GES_WT,gimme_GES_WT,init_GES_WT,sprint_OVCAR3_ARID1A_KO,gimme_OVCAR3_ARID1A_KO,init_OVCAR3_ARID1A_KO,sprint_OVCAR3_WT,gimme_OVCAR3_WT,init_OVCAR3_WT
RE3174C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3175C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3176C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3177M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3178M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3179M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3180C,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
RE3181C,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
RE3185M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3186M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3189M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3190M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3191M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3192M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3193M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3194M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3195M,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3198C,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
RE3201C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3218C,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
RE3220C,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
RE3224C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3225C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3226C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3227C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3228C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3229C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3230C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3231C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3232C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3234C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3235C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3236C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3237C,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1
RE3238C,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1
RE3239C,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
RE3241C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3242C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3243C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3244C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3245C,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
RE3247M,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
RE3247X,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3251C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3251M,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
RE3252C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3258C,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
RE3259C,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
RE3267E,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
RE3268R,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
RE3269C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3270C,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
RE3272N,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0
RE3273C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3273R,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
RE3286C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3287C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3288C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3289C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3301C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RE3307C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3346C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
RE3346M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3347C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RE3352C,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1
RE3367E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3381C,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
RE3381E,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
RE3411C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3413C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3417C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3420C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3421R,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
RE3422C,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
RE3423C,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
RE3430C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3430M,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
RE3430X,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3431C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3432C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3432M,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
RE3432X,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
RE3434C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RE3435C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RE3436C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RE3437C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RE3470C,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
RE3470M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
RE3475C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3476C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3476M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
RE3485C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3486C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3488C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3488R,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
RE3490C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RE3491C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3493C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3496C,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3513C,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
RE3513R,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
RE3520E,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
RE3524R,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
RE3525C,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
RE3525M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
RE3525R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3526C,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
RE3526M,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
RE3556C,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
RE3565C,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
RE3566C,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
RE3567C,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
RE3568C,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
RE3570C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RE3587C,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
RE3597C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3597M,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
RE3597X,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
RE3624M,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
RE3626M,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
RE3628M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RE3629C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3630C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE3637C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_prostgh2[e],0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1
EX_prostgi2[e],0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
EX_cdp[e],0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
EX_dtdp[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_HC00955[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC00004[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_citr_L[e],0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
EX_C02470[e],0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
EX_HC00822[e],1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1
EX_C02528[e],0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
EX_HC02192[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_HC02193[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_HC02195[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EX_HC02196[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EX_HC02220[e],0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
EX_HC02191[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EX_HC02194[e],0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
EX_HC02197[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_HC02198[e],0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
EX_HC02187[e],0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
EX_HC02180[e],1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
EX_HC02202[e],0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
EX_HC02203[e],0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
EX_HC02204[e],0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
EX_HC02205[e],0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
EX_HC02206[e],0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
EX_HC02207[e],0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
EX_HC02213[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC02217[e],0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
EX_malcoa[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_arachcoa[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_coa[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_CE2250[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_CE1935[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE1940[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE1943[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE1936[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE1939[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_maltpt[e],0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
EX_CE2915[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE4722[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE2916[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE4723[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE2917[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE4724[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_malthp[e],1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
EX_CE2839[e],1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
EX_CE2838[e],0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
EX_CE1950[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cynt[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_23cump[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3ump[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_CE5786[e],0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
EX_CE5788[e],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EX_CE5789[e],0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
EX_CE5797[e],0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
EX_CE5798[e],0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
EX_CE5787[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE5791[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE5867[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE5868[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE5869[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE4633[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE4881[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE5854[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE1926[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_udpgal[e],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EX_crm_hs[e],0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1
EX_galside_hs[e],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EX_CE0074[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_cdpea[e],0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
EX_12dgr120[e],0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
EX_CE5853[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_CE1925[e],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EX_C04849[e],1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
CITt4_4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
GLYt7_311_r,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
HCO3_NAt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INSTt4_2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
PIt8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PIt9,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
PROt4_2_r,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
HSD17B3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biomass_reaction,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2MB2COAc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3HBCOARc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ADPACDAc,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
ADPACtx,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
ADPCOACROT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
ADPCOAPTE,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
BCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C100CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sink_c101coa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C101CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C101CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C102CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C10CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C10DCCACT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C10DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C10DCe,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
C10OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C120CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C121CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C12DCACOT,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
C12DCACT,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C12DCTD,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
C12DCe,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
C12OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C140CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C141ACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C141CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C141OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C141OHe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C142ACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C142CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C142OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C142OHe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C14OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C161OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C162ACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C162OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C162OHe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C16DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C16DCe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C16OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C16txc,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
C181OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C182OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C18OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C2tcx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C30CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C3DCe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C40CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C4CRNCPT2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
C4CRNe,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
C4DCCACT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
C4DCe,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
C4OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C4tcx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C4tmc,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
C4x,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C50CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C51CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C5DCe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C60CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C6COAt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C6CRNe,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
C6CRNtcx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C6DCCACT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
C6DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C6DCe,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0
C80CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sink_c81coa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C81CPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C81CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
C8CRNe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
C8DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C8DCe,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
C9BRxtc,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
DCATDc,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
DCATDr,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
DCSPTN1COAtxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink_dd2coa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
DDCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
DDECCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
DDECE1CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
DECCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
sink_decdicoa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
DECDICRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
DOCO13ECOAtxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCO13EFATP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DOCOSACT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DOCOSACTDe,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0
DOCOSACTDr,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
DOCOSADIACTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCOSCOAtxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCOSDIACTD,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
EX_3bcrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3ddcrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3deccrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3hdececrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3hexdcrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3ivcrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3octdec2crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3octdeccrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3octdece1crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3tdcrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3tetd7ecoacrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_3thexddcoacrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
