Reaction,fc,pval,Ges1_A_D,Ges1_P_D,rxnNames,subSystem,geneRules,kegg,source
HMR_7712,-0.4079915996922505,0,-0.5265741240599158,-0.22140494651836162,HMR_7712,"Transport, nuclear",NA,NA,NA
HMR_7724,0.3389050538171293,0,1.4188922871943854,0.7005892744730648,HMR_7724,"Transport, lysosomal",NA,NA,NA
HMR_7727,-0.37010339452991986,0,0.8186383528112546,1.780640150048179,HMR_7727,"Transport, lysosomal",NA,NA,NA
HMR_7756,-0.40564167138715806,0,2.313379900566078,5.471082061850492,2-Phenylacetamide Amidohydrolase,Phenylalanine metabolism,158584.1,R02540,NA
HMR_7757,-0.7968649189212592,0,-16.62973242906173,-1.879986642136258,HMR_7757,"Transport, mitochondrial",1622.1,NA,NA
HMR_7758,-1.1222178164759957,0,-1.749735372443243,30.382800876225964,HMR_7758,"Transport, mitochondrial",1622.1,NA,NA
HMR_7900,0.37978179697689973,0,-0.2792725580689408,-0.6212897172970377,HMR_7900,"Transport, extracellular",NA,NA,NA
HMR_7977,-1.537214551378547,0,-21.636002571681143,102.18483549573719,HMR_7977,"Transport, extracellular",NA,NA,NA
HMR_8023,0.40380206920234213,0,-5.94992171118089,-14.009629987431829,HMR_8023,"Transport, extracellular",NA,NA,NA
HMR_8475,-1,0,-195.98501999899446,NA,HMR_8475,"Transport, mitochondrial",2030.1 or 3177.1,NA,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738
HMR_8476,0.5872247654092597,0,-116.62644809560133,-448.4580740474701,HMR_8476,"Transport, nuclear",2030.1 or 3177.1,NA,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738
HMR_8562,-0.5457989806797062,0,1.8860925856560264,6.419008043481887,HMR_8562,"Transport, mitochondrial",NA,NA,NA
HMR_8670,-0.43836301250515075,0,27.811268931444733,71.22518896102905,HMR_8670,"Transport, extracellular",65010.1,NA,NA
HMR_8761,0.5153203947547369,0,1.9647908454019067,0.6284440271742249,Ketohexokinase,Galactose metabolism,3795.1,NA,NA
HMR_8762,0.5153203947547913,0,1.9647908454019067,0.6284440271741317,Fructose-Bisphosphate Aldolase,Galactose metabolism,230.1 or 229.1 or 226.1,NA,NA
HMR_9177,0.4476767064520834,0,2.170520027265478,0.8281053116541683,HMR_9177,"Transport, endoplasmic reticular",NA,NA,NA
HMR_9178,-0.4033480945114442,0,-2.8296005400532334,-1.2030418971580685,HMR_9178,"Transport, extracellular",NA,NA,NA
HMR_9188,0.5905629895743457,0,-177.14703250360787,-688.1730435659408,HMR_9188,"Transport, extracellular",NA,NA,NA
HMR_9191,0.9996133426393092,0,23.79602893010974,0.0046013444423675534,HMR_9191,"Transport, extracellular",56301.1 or 6520.1,NA,NA
HMR_9561,0.5339225882435898,0,113.95809890316129,34.625799367283285,HMR_9561,Miscellaneous,1208.1,NA,PMID:10769148;PMID:8017323
HMR_9581,-0.9827785772430366,0.0034198919061301713,0.0261895155424485,3.015314768052101,HMR_9581,"Transport, extracellular",6581.1 or 6580.1,NA,NA
HMR_9582,-0.9827785772430366,0.0034198919061301713,0.0261895155424485,3.015314768052101,HMR_9582,"Transport, extracellular",55244.1 or 146802.1,NA,NA
HMR_9583,-0.9843049997090251,0.0020448901163517643,0.023336726227606415,2.9504416484087703,HMR_9583,"Transport, extracellular",6582.1 or 6580.1,NA,NA
HMR_9584,-0.9843049997090251,0.0020448901163517643,0.023336726227606415,2.9504416484087703,HMR_9584,"Transport, extracellular",55244.1 or 146802.1,NA,NA
HMR_9607,0.5718065063998903,0,6.0705525888803935,1.653747525876807,HMR_9607,"Transport, extracellular",8884.1,NA,NA
HMR_9609,0.5988393725496648,0,25.450414550541726,6.3856973034664986,HMR_9609,"Transport, extracellular",8884.1,NA,NA
HMR_9619,-0.9724835638232076,0.005886521810392182,0.0436552096247673,3.1293726740941405,HMR_9619,"Transport, extracellular",55244.1 or 146802.1,NA,NA
HMR_9627,0.5304164409527365,0,0.7822261562353305,0.24001345816448338,HMR_9627,"Transport, endoplasmic reticular",NA,NA,NA
HMR_9638,-6.222636232434874,0,-2.6088599194282556,3.607918556989909,HMR_9638,"Transport, extracellular",NA,NA,NA
HMR_9639,-0.8788057003143739,0,6.416874807049497,99.47712884979993,HMR_9639,"Transport, extracellular",NA,NA,NA
HMR_9674,0.9485400177231493,0,17.915078151289624,0.4731283913948053,HMR_9674,"Transport, nuclear",NA,NA,NA
HMR_9676,-0.5457989806797062,0,1.8860925856560264,6.419008043481887,HMR_9676,"Transport, mitochondrial",NA,NA,NA
HMR_9719,-0.37330290536775246,0,1.0044561682258402,2.2010993603673334,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_9726,0.5867931509414929,0,381.49028628344536,99.34149201997816,5-Formyltetrahydrofolate:L-Glutamate N-Formiminotransferase,Folate metabolism,10841.1,R03189,NA
HMR_9797,1,0,16.933758447792336,NA,HMR_9797,Purine catabolism,NA,NA,NA
HMR_9801,-0.39132599093946713,7.833848070287106e-13,0.9343640156505093,2.1357983429909173,GTP:5-Hydroxy-L-Lysine O-Phosphotransferase,Miscellaneous,123688.1,R03378,NA
HMR_9805,0.9205536199396138,0,51.17892665302753,2.11708770624529,Sn-Glycero-3-Phosphocholine Cholinephosphohydrolase,Glycerophospholipid metabolism,133121.1,R02591,NA
HMR_9807,-0.39132599093946713,7.833848070287106e-13,0.9343640156505093,2.1357983429909173,5-Phosphonooxy-L-Lysine Phospho-Lyase,Miscellaneous,85007.1,R10270,NA
HMR_2957,0.39233163419397615,0,0.5660370628124095,0.24704086906994635,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,2182.1 or 23205.1 or 10965.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 122970.1 or 51703.1,NA,PMID:8584017
HMR_1484,-0.4838031853112602,0,0.08177055079198225,0.2350487261393908,"4, 4-Dimethyl-5A-Cholesta-8, 24-Dien-3B-Ol:NADP+ D14-Oxidoreductase",Cholesterol metabolism,3930.1 or 7108.1,R05639,PMID:16784888;PMID:11969204;PMID:7946524
HMR_1467,-0.42218047161100974,0,0.2150104769991347,0.5292027814160043,"Presqualene-Diphosphate Diphosphate-Lyase (Reducing, Squalene-Forming)",Cholesterol metabolism,2222.1,R02872,PMID:10896663;PMID:10449533;PMID:1527001;PMID:7864626;PMID:8509416
HMR_1500,-0.4838031853112602,0,0.08177055079198225,0.2350487261393908,3Beta-Hydroxysteroid 3-Dehydrogenase,Cholesterol metabolism,51478.1,R07495,PMID:11969204;PMID:;PMID:10544267;PMID:12732193;PMID:12829805
EX_glc_D[e],1,0,301.93592860148027,NA,Exchange of D-Glucose,Exchange/demand reaction,NA,NA,NA
CA24GSc,-0.9846866536758521,0,0.3727706297599971,48.31294728836333,UDP-Glucuronosyltransferase (UGT) cytosolic (cholic acid),Bile acid synthesis,(10941.1),NA,"PMID:10529008, PMID:8244999, PMID:21995321, PMID:23756265"
CA24GSr,-0.8627776176462708,0,0.2842362945282408,3.858474095028208,UDP-Glucuronosyltransferase (UGT) (cholic acid),Bile acid synthesis,(10941.1),NA,"PMID:10529008, PMID:8244999, PMID:21995321, PMID:23756265"
CA24Gtr,0.8627776176462708,0,-0.2842362945282408,-3.858474095028208,Glucuronidated Compound Transport (CA-24G),"Transport, extracellular",NA,NA,NA
DM_ca24g[c],-0.9751267662036369,0,0.6570069243263366,52.171421393860875,DM_ca24g(c),Exchange/demand reaction,NA,NA,NA
DM_hdca24g[c],-0.5905629895743457,0,177.14703250360787,688.1730435659408,DM_hdca24g(c),Exchange/demand reaction,NA,NA,NA
HDCA24GSr,-0.5905629895743457,0,177.14703250360787,688.1730435659408,UDP-Glucuronosyltransferase (UGT) (hyodeoxycholic acid),Bile acid synthesis,(54659.1 or 10941.1 or 79799.1),NA,"PMID:10529008, PMID:8244999, PMID:21995321, PMID:23756265"
HDCA24Gtr,0.5905629895743457,0,-177.14703250360787,-688.1730435659408,Glucuronidated Compound Transport (HDCA-24G),"Transport, extracellular",0,NA,NA
M02155tr,-0.5905629895743457,0,177.14703250360787,688.1730435659408,Bile salt transport (hyodeoxycholic acid),"Transport, extracellular",NA,NA,PMID:15975683
2HATVACIDGLUChr,0.8870565366539005,0,11.244427194230749,0.6729976161241046,glucuronidation of 2-hydroxy-atorvastatin-acid in hepatocytes,Drug metabolism,(54659.1 or 54657.1),NA,"PMID: 17470524, PMID: 16258024."
2HATVACIDGLUCteb,0.8870565366543725,0,11.244427194230749,0.6729976161211243,efflux of 2-hydroxy-atorvastatin-acyl-glucuronide into bile,Drug metabolism,(1244.1 or 5243.1),NA,"PMID: 17470524, PMID: 16258024."
2HATVACIDhc,0.8870565366543725,0,11.244427194230749,0.6729976161211243,conversion of 2-hydroxy-atorvastatin-lactone to its acid form in hepatocytes,Drug metabolism,5446.1,NA,"PMID: 11038166, PMID: 14531725, PMID: 11950779"
2HATVLACGLUChr,-0.34426242225432097,6.512097045844779e-6,0.8685943113055488,1.780618851959052,glucuronidation of 2-hydroxy-atorvastatin-lactone in hepatocytes,Drug metabolism,(54659.1 or 54657.1),NA,"PMID: 17470524, PMID: 16258024."
2HATVLACGLUCteb,-0.3442624222543267,6.512097045844779e-6,0.8685943113055488,1.7806188519590753,efflux of 2-hydroxy-atorvastatin-lactone-glucuronide into bile,Drug metabolism,(1244.1 or 5243.1),NA,"PMID: 17470524, PMID: 16258024"
2HATVLACOXDhc,-0.3442624222543267,6.512097045844779e-6,0.8685943113055488,1.7806188519590753,oxidation of atorvastatin lactone to 2-hydroxy-atorvastatin-lactone in hepatocytes,Drug metabolism,(1576.1 or 1577.1),NA,"PMID: 14531725, PMID: 9804052, PMID: 12036392, PMID: 15998357, PMID: 16388406, PMID: 18720283."
2HATVLACthc,0.837154949246316,0,11.66850545313431,1.0342940117897117,uptake of 2-hydroxy-atorvastatin-lactone into hepatocytes,Drug metabolism,(10599.1 or 11309.1),NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal, Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49, PMID: 21942630."
3HSMVACIDhep,-0.6112236674166999,0,0.6562419579138165,2.719693781555141,conversion of 3-hydroxy simvastatin lactone to acid form,Drug metabolism,5446.1,NA,"PMID: 1976071, PMID: 9321523."
3HSMVACIDteb,-0.6112236674166999,0,0.6562419579138165,2.719693781555141,efflux of 3-hydroxy-simvastatin-acid form into bile,Drug metabolism,NA,NA,"Brunton, L., Lazo, J., Parker, K. (2006). Goodman & Gilmans: The pharmacological basis of therapeutics, The McGraw-Hill companies, PMID: 19482594, PMID: 16321621, PMID: 15497697."
3HSMVhep,-0.6112236674166999,0,0.6562419579138165,2.719693781555141,acid catalyzed rearrangement of 6-beta-hydroxy-simvastatin to 3-hydroxy simvastatin,Drug metabolism,(1576.1 or 1577.1 or 1558.1 or 1565.1),NA,"PMID: 9321523, PMID: 9804052, PMID: 1976071, PMID: 1971563, PMID: 15998357, PMID: 9217719, PMID: 16388406."
6HSMVhep,-0.43413247444137903,3.23711103568413e-7,1.446137674187438,3.6650857442613227,oxidation of simvastatin to 6-beta-hydroxy simvastatin,Drug metabolism,(1576.1 or 1577.1 or 1558.1 or 1565.1),NA,"PMID: 9321523, PMID: 9804052, PMID: 1976071, PMID: 1971563, PMID: 15998357, PMID: 9217719, PMID: 16388406."
ACMPdt,0.35188138272746056,0,0.47907002675113775,0.22967562633952002,uptake of acetaminophen by enterocytes,Drug metabolism,NA,NA,"PMID: 8165189, PMID: 34689, Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press."
ALLOPOXDhep,1,0,2.718855700607578,NA,oxidation of allopurinol to oxypurinol in hepatocytes,Drug metabolism,(7498.1 or 316.1),NA,PMID: 17655371
ALLOPtepvb,1,0,2.718855700607578,NA,uptake of allopurinol by the hepatocytes,Drug metabolism,10864.1,NA,"Pang, K. S., Rodrigues, A. D., Peter, R. M. (2010). Enzyme ; Transporter-Based Drug-Drug Interactions: Progress ; Future Challenges, American Association of Pharmaceutical Scientists 2010, Springer Publications., PMID: 17655371"
ATVACIDMCTtu,-0.42149347318409186,0,-83.19624285488129,-33.858452680969236,uptake of atorvastatin by enterocytes by MCT1,Drug metabolism,6566.1,NA,"PMID: 10751037, PMID: 14695265, PMID: 9639576"
ATVACIDtdu,9.853112975745583,0,13.08756845484078,-10.675805399560929,passive diffusion of atorvastatin into enterocytes,Drug metabolism,NA,NA,"PMID: 21710988, PMID: 14531725"
ATVACIDtu,-0.48599415993903644,0,1.0344856838207437,2.9907047058372753,efflux of atorvastatin acid by P-gp from the enterocytes into lumen,Drug metabolism,5243.1,NA,"PMID: 10751037, PMID: 15616150"
CRVS23M24hc,-0.9472733373751507,0,1.6724017216934242,61.764259672659634,demethylation of cerivastatin-M23 to M24 in hepatocytes,Drug metabolism,(1558.1 or 1576.1),NA,"PMID: 10976657, PMID: 12433802, PMID: 9172950, PMID: 10976657, PMID: 20739906, PMID: 9804052, PMID: 11129127"
CRVSM23hc,-0.9472733373751507,0,1.6724017216934242,61.764259672659634,hydroxylation of cerivastatin to M23 in hepatocytes,Drug metabolism,1558.1,NA,"PMID: 12433802,PMID: 9172950, PMID: 10976657, PMID: 20739906, PMID: 9804052, PMID: 11129127"
CRVSM23hr,0.35584286320787456,0,57.03896771744436,27.099053384045604,beta-glucuronidase of cerivastatin-M23-glucuronide to M23 form,Drug metabolism,2990.1,NA,"PMID: 9172950, PMID: 11950779, PMID: 15801541"
CRVSM24tev,-0.9472733373751507,0,1.6724017216934242,61.764259672659634,exit of cerivastatin-M24 into hepatic vein,Drug metabolism,NA,NA,PMID: 10976657
CRVSthc,-0.9472733373751507,0,1.6724017216934242,61.764259672659634,cerivastatin uptake by hepatocytes,Drug metabolism,10599.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal, Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49, PMID: 20516252"
CSAtd,0.3330784993202481,0,0.6390506011459653,0.319708543903369,uptake of cyclosporine by the enterocytes,Drug metabolism,NA,NA,PMID: 1540489
CSAtu,0.3330784993202481,0,0.6390506011459653,0.319708543903369,efflux of cyclosporine by P-gp from the enterocytes into lumen,Drug metabolism,5243.1,NA,"PMID: 20103563, Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter. New York, Springer New York: 27-49."
CVM23GLUChc,0.35584286320787456,0,57.03896771744436,27.099053384045604,glucuronidation of cerivastatin-M23,Drug metabolism,(54658.1 or 54659.1),NA,"PMID: 9172950, PMID: 11950779, PMID: 15801541"
EX_2hatvacidgluc[e],0.8870565366543725,0,11.244427194230749,0.6729976161211243,exchange reaction for 2-hydroxy-atorvastatin-acyl-glucuronide in bile,Exchange/demand reaction,NA,NA,NA
EX_2hatvlac[e],-0.8870565366539005,0,-11.244427194230749,-0.6729976161241046,exchange reaction for 2-hydroxy-atorvastatin-lactone in portal blood,Exchange/demand reaction,NA,NA,NA
EX_2hatvlacgluc[e],-0.3442624222543267,6.512097045844779e-6,0.8685943113055488,1.7806188519590753,exchange reaction for 2-hydroxy-atorvastatin-lactone-glucuronide in bile,Exchange/demand reaction,NA,NA,NA
EX_3hsmvacid[e],-0.6112236674166999,0,0.6562419579138165,2.719693781555141,exchange reaction for 3-hydroxy-simvastatin-acid form form in bile,Exchange/demand reaction,NA,NA,NA
EX_allop[e],-1,0,-2.7188557006075786,NA,exchange reaction for allopurinol in intestinal lumen,Exchange/demand reaction,NA,NA,NA
EX_crvs[e],0.9472733373751507,0,-1.6724017216934242,-61.764259672659634,exchange reaction for cerivastatin in intestinal lumen,Exchange/demand reaction,NA,NA,NA
EX_crvsm24[e],-0.9472733373751507,0,1.6724017216934242,61.764259672659634,exchange reaction for cerivastatin-M24 in hepatic vein,Exchange/demand reaction,NA,NA,NA
EX_oxyp[e],1,0,2.718855700607578,NA,exchange reaction for oxypurinol in portal blood,Exchange/demand reaction,NA,NA,NA
FVStu,1,0,957.0490671615601,NA,uptake of fluvastatin by enterocytes,Drug metabolism,11309.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal, Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
MERACMPtep,0.42178818070715096,0,0.24884282633965157,0.10119922593832598,efflux of acetaminophen-mercapturate-conjugate from enterocytes into portal blood,Drug metabolism,8714.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
MERACMPthc,0.42178818070715096,0,0.24884282633965157,0.10119922593832598,uptake of acetaminophen-mercapturate-conjugate by the hepatocytes,Drug metabolism,8714.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
OXYPtepv,1,0,2.718855700607578,NA,release of oxypurinol into portal blood,Drug metabolism,NA,NA,PMID: 17655371
RSVGLUChc,0.6506177465695283,0,86.64030263018608,18.338942637532927,glucuronidation of rosuvastatin in hepatocytes,Drug metabolism,NA,NA,"PMID: 14693307, PMID: 11256847, PMID: 22108655"
RSVLAChv,0.6506177465695283,0,86.64030263018608,18.338942637532927,spontaneous conversion to rosuvastatin-5S-lactone in hepatocytes,Drug metabolism,NA,NA,"PMID: 14693307, PMID: 11256847, PMID: 22108655, PMID: 11950779, PMID: 15801541"
RSVSPONhc,0.6506177465695283,0,86.64030263018608,18.338942637532927,conversion of lactone to open acid form of rosuvastatin,Drug metabolism,5446.1,NA,"PMID: 14693307, PMID: 11256847, PMID: 22108655, PMID: 11950779, PMID: 15801541"
SMVACIDhep,0.4617390993988468,0,139.2469822492227,51.27536514709345,beta-glucuronidation of simvastatin-acyl-glucuronide to simvastatin dihydroxy acid form,Drug metabolism,2990.1,NA,PMID: 11950779
SMVGLUChep,0.4617390993988468,0,139.2469822492227,51.27536514709345,glucuronidation of the open acid form of simvastatin,Drug metabolism,(54658.1 or 54659.1),NA,PMID: 11950779
2HATVACIDGLUCitr,0.8870565366539005,0,11.244427194230749,0.6729976161241046,2HATVACIDGLUCitr,Drug metabolism,NA,NA,NA
2HATVLACGLUCitr,-0.34426242225432097,6.512097045844779e-6,0.8685943113055488,1.780618851959052,2HATVLACGLUCitr,Drug metabolism,NA,NA,NA
3HSMVitr,-0.6112236674166999,0,0.6562419579138165,2.719693781555141,3HSMVitr,Drug metabolism,NA,NA,NA
CRVSitr,-0.9472733373751507,0,1.6724017216934242,61.764259672659634,CRVSitr,Drug metabolism,NA,NA,NA
CRVSM24itr,-0.9472733373751507,0,1.6724017216934242,61.764259672659634,CRVSM24itr,Drug metabolism,NA,NA,NA
RSVLACitr,-0.6506177465695283,0,-86.64030263018608,-18.338942637532927,RSVLACitr,Drug metabolism,NA,NA,NA
ATVLACitr,-0.3442624222543267,6.512097045844779e-6,0.8685943113055488,1.7806188519590753,ATVLACitr,Drug metabolism,NA,NA,NA
SMVitr,-0.3351094116273333,0,2.795825498934789,5.614055909606814,SMVitr,Drug metabolism,NA,NA,NA
RSVitr,0.6506177465695283,0,86.64030263018608,18.338942637532927,RSVitr,Drug metabolism,NA,NA,NA
2HATVACIDitr,-0.8870565366543725,0,-11.244427194230749,-0.6729976161211243,2HATVACIDitr,Drug metabolism,NA,NA,NA
EX_caproic[e],2.459595222652726,0,64.93433808459602,-27.395647049633787,EX_caproic[e],Exchange/demand reaction,NA,NA,NA
1A25HVITD2t,1,0,1.0139635831507257,NA,1A25HVITD2t,"Transport, extracellular",NA,NA,NA
1A25HVITD2tm,1,0,1.0139635831507257,NA,1A25HVITD2tm,"Transport, mitochondrial",NA,NA,NA
EX_1a25dhvitd2[e],1,0,1.0139635831507257,NA,EX_1a25dhvitd2(e),Exchange/demand reaction,NA,NA,NA
EX_M00234[e],-0.6647869820349329,0,-161.7635347544983,-32.571880527003415,EX_M00234[e],Exchange/demand reaction,NA,NA,NA
EX_M01807[e],0.6647869820349329,0,161.7635347544983,32.571880527003415,EX_M01807[e],Exchange/demand reaction,NA,NA,NA
EX_M00503[e],0.6647869820349329,0,161.7635347544983,32.571880527003415,EX_M00503[e],Exchange/demand reaction,NA,NA,NA
EX_M00260[e],0.7345006007668773,0,-0.07473780965906808,-0.48826014720971,EX_M00260[e],Exchange/demand reaction,NA,NA,NA
EX_M00315[e],-0.8384646494969307,0,0.06767676195686594,0.7702421424327953,EX_M00315[e],Exchange/demand reaction,NA,NA,NA
EX_M01207[e],1,0,NA,-0.303802189674313,EX_M01207[e],Exchange/demand reaction,NA,NA,NA
EX_M02053[e],0.6507107962702741,0,-0.43317481707010813,-2.0471470047591835,EX_M02053[e],Exchange/demand reaction,NA,NA,NA
EX_M02613[e],-1,0,-0.654984098927193,NA,EX_M02613[e],Exchange/demand reaction,NA,NA,NA
EX_M02745[e],-0.3324431622165083,0,0.46426633031041165,0.926675396395373,EX_M02745[e],Exchange/demand reaction,NA,NA,NA
EX_M03134[e],-0.8878437899323439,0,-3.8651562594101967,-0.22962772644989943,EX_M03134[e],Exchange/demand reaction,NA,NA,NA
EX_M01872[e],0.706865970162333,0,0.5367439669372148,0.09217942402612753,EX_M01872[e],Exchange/demand reaction,NA,NA,NA
EX_ditp[e],0.37978179697689973,0,-0.2792725580689408,-0.6212897172970377,EX_ditp[e],Exchange/demand reaction,NA,NA,NA
EX_M02155[e],0.5905629895743457,0,-177.14703250360787,-688.1730435659408,EX_M02155[e],Exchange/demand reaction,NA,NA,NA
EX_M02837[e],-0.5339225882435898,0,-113.95809890316129,-34.625799367283285,EX_M02837[e],Exchange/demand reaction,NA,NA,NA
sink_ala_L[c],-1,0,NA,745.8032478263855,Sink_ala_L[c],Exchange/demand reaction,NA,NA,NA
DM_4glu56dihdind[c],-0.798157818597315,0,1.409328116135007,12.555325915455446,DM_4glu56dihdind[c],Exchange/demand reaction,NA,NA,NA
DM_4abut[c],-0.7826045994175057,0,109.98565235674381,901.863283380127,DM_4abut[c],Exchange/demand reaction,NA,NA,NA
DCMPtm,-1,0,-195.98501999899446,NA,DCMPtm,"Transport, mitochondrial",NA,NA,NA
Htmi,-0.6498920587513219,0,88.62755115165785,417.65945756664274,Htmi,"Transport, mitochondrial",9016.1 or 7352.2 or 7352.1 or 7351.1 or 9016.2 or 7350.1 or 9481.1,NA,NA
24_25DHVITD3t,-0.6431188077493661,0,0.5929996044687247,2.7302329857893093,"24, 25-Dihydroxyvitamin D3 Transport from Cytoplasm","Transport, extracellular",NA,NA,NA
24_25DHVITD3tm,-0.6431188077493661,0,0.5929996044687247,2.7302329857893093,"24, 25-Dihydroxyvitamin D3 Transport from Mitochondria","Transport, mitochondrial",NA,NA,NA
24_25VITD3Hm,-0.6431188077493661,0,0.5929996044687247,2.7302329857893093,24R-Vitamin D-25-Hydroxylase (D3),Vitamin D metabolism,1591.1,NA,"PMID:15358094,PMID:8266831"
2DR1PP,0.5087675373527212,0,3.2077446903686533,1.0443943714207489,2-Deoxy-D-Ribose 1-Phosphate Phosphorylase,Pyrimidine catabolism,NA,NA,PMID:9693094
5MTHFt2,0.9166618755806384,0,-15.803339811720885,-363.45501095695494,5-Methyltetrahydrofolate Transport via Anion Exchange,"Transport, extracellular",6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
AACTOOR,1,0,18.938168549903853,NA,Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),"Glycine, serine, alanine, and threonine metabolism",8639.1,NA,"PMID:10328770,PMID:12878330"
ABTti,1,0,286.39811769827605,NA,L-Arabinitol Transport via Passive Diffusion,"Transport, extracellular",NA,NA,PMID:15234337
ADKd,1,0,25.89138996149618,NA,Adenylate Kinase (D Form),Nucleotide interconversion,26289.2 or 26289.1,NA,PMID:10215863
AKGDm,1,0,72.56604477692842,NA,2-Oxoglutarate Dehydrogenase,Citric acid cycle,(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1),NA,PMID:1542694
AMPTASECGe,1,0,173.06656741535664,NA,Alanyl Aminopeptidase (Cys-Gly) (E),Glutathione metabolism,290.1,NA,PMID:6126478
ARACHt,1,0,1.7077953617095947,0,Fatty Acid Transport via Diffusion,"Transport, extracellular",NA,NA,"PMID:11788354,PMID:12864740"
ASCBt,-1,0,-15.860773105669022,NA,L-Ascorbate Transport via Facilitated Diffusion,"Transport, extracellular",NA,NA,"PMID:15705056,PMID:3715892"
ASNNm,-0.4860063338393233,0,84.72191758541614,244.9394115833044,"L-Asparaginase, Mitochondrial",Alanine and aspartate metabolism,80150.1,NA,PMID:11984834
ASNtm,-0.4860063338393233,0,84.72191758541614,244.9394115833044,"L-Asparagine Transport, Mitochondrial","Transport, mitochondrial",NA,NA,NA
ASPDt6,-0.7747584258428369,0,6.109943695868429,48.14241818476021,"D-Aspartate Transport via Na, H Symport And K Antiport","Transport, extracellular",6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1,NA,PMID:14530974
ASPt6,-0.9945089155945209,0,0.18425229982957245,66.92536985266135,"L-Aspartate Transport via Na, H Symport And K Antiport","Transport, extracellular",6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1,NA,PMID:14530974
BTNDe,1,0,6.663109377903904,NA,"Biotinidase (Biotin), Extracellular",Biotin metabolism,686.1,NA,"PMID:12459313,PMID:7509806,PMID:8001986"
BZtr,0.37785313454716646,0,-34.414427159572604,-76.21677286913395,"Benzene Transporter, Endoplasmic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
C226CRNt,1,0,165.72211687664986,NA,C226 Transport into the Mitochondria,Fatty acid oxidation,NA,NA,PMID:14598172
CHOLt4,1,0,0.19762557067871095,NA,"Choline, Sodium Symport","Transport, extracellular",60482.1,NA,"PMID:11027560,PMID:11068039,PMID:12675135"
CHOLtu,-1,0,-0.19762557067871095,NA,Choline Uniport,"Transport, extracellular",6582.1 or 6584.1 or 6582.2,NA,PMID:12883891
CITt4_2,-0.9960116355394132,8.246603197724972e-7,-0.004773263073712587,-9.537776466459036e-6,Citrate Transport via Sodium Symport,"Transport, extracellular",9058.1,NA,"PMID:8946005,PMID:8967342"
COKECBESr,-0.37785313454716674,0,34.41442715957258,76.21677286913395,"Carboxylesterase (Cocaine), Endoplasmatic Reticulum",Alkaloid synthesis,8824.1,NA,PMID:9169443
COt,-0.6508148709513072,0,0.7819530570003019,3.696777518557862,Transporter of Carbon Monoxide via Diffusion,"Transport, extracellular",NA,NA,NA
CRNtuNa,1,0,231.50191513854264,NA,L-Carnitine Inward Transport by Na+ Symport,"Transport, extracellular",6584.1,NA,PMID:12883891
CYSGLUexR,-1.0861050008734228,1.0362962430389886e-14,-3.9916449021423235,0.16475708923637866,L-Cysteine/L-Glutamine Reversible Exchanger,"Transport, extracellular",(6520.1 and 56301.1) or (8140.1 and 6520.1),NA,"PMID:10734121,PMID:10863037,PMID:14770310"
